item_code,item_description,main_category,sub_category,confidence,reasoning
SMFLX650,FELLOWES LX65 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SGA300X,GBC Auto+300X SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFW100M,FELLOWES AUTOMAX 100M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF79Ci,FELLOWES 79Ci SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SI8260C,IDEAL 8260C 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SGAP130M,GBC Auto+130M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SE312X15,EBA 2331C 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHB35SS,HSM SECURIO B35SS 3.9MM SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF70S,FELLOWES 70S SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF550CAF,FELLOWES AUTOMAX 550C AUTO FEED SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SOPS15C,OLYMPIA PS-15C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFLX450,FELLOWES LX45 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMF225Mi,FELLOWES 225Mi SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SFP28,FELLOWES P28 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SI2245C3X25,IDEAL 2245C 3 x 25mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHSP44IS,HSM SECURIO P44i (3.9mm) SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
FS48MC01,FELLOWES 48Mc SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFW200M,FELLOWES AUTOMAX 200M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SOSA3000BK,OLYMPIA S-A3000 BK SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF99Ci,FELLOWES 99Ci SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHSB24S,HSM SECURIO B24S SHREDDER MACHINE 3.9mm,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFW600M,FELLOWES AUTOMAX 600M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SGA200M1,GBC Auto+200M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFL225i,FELLOWES 225i SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHB22S,HSM SECURIO B22S SHREDDER MACHINE 3.9mm,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHB32C,HSM SECURIO B32C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF125CI,FELLOWES 125Ci SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
HB34S39M,HSM SECURIO B34S 3.9MM SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF225Ci,FELLOWES 225Ci SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SGA130X1,GBC Auto+130X SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SGAC0001,GBC ALPHA CONFETTI SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFLX250,FELLOWES LX25 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHSC18S1,HSM SECURIO C18S (3.9mm) SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SFP25S,FELLOWES P25s SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMX415SM,GBC ShredMaster X415 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF350CA,FELLOWES AUTOMAX 350C AUTO FEED SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SE2331C4X40,EBA 2331C 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF200CA,FELLOWES AUTOMAX 200C AUTO FEED SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SGBSM100,GBC ShredMaster 100X SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFW450M,FELLOWES 450M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SE2331S,EBA 2331S SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFAW80M,FELLOWES AUTOMAX 80M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SHB32S,HSM SECURIO B32S 3.9MM SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SMFLX850,FELLOWES LX85 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
CS300MSM,GBC ShredMaster 300M Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
65C4X40J,IDEAL 2465 CC JUMBO 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF73Ci,FELLOWES 73Ci SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SF75Cs,FELLOWES 75Cs SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
X312SLSM,GBC ShredMaster X312-SL SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SF36C001,FELLOWES 36C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SHSC14S1,HSM SECURIO C14S SHREDDER MACHINE 3.9mm,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
GSM225M1,GBC ShredMaster 225M Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SMF325Ci,FELLOWES 325Ci SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SE1128S,EBA 1128S SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is described as a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SK3100C1,KIMI 3100C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is described as a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SE1824S,EBA 1824S SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is described as a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
CCJ215SM,IDEAL 2465 CC JUMBO 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is described as a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
445CO440,IDEAL 2445C (OILER) 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is described as a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SOS1500,OLYMPIA S1500 BK SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product is described as a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
